Date ,Time,Customer 15 minute
3/5/2015,0400,1038.40
3/5/2015,0415,1039.04
3/5/2015,0430,1051.04
3/5/2015,0445,1089.84
3/5/2015,0500,1080.80
3/5/2015,0515,1124.00
3/5/2015,0530,1112.88
3/5/2015,0545,1090.16
3/5/2015,0600,1100.00
3/5/2015,0615,1077.84
3/5/2015,0630,1093.76
3/5/2015,0645,1104.24
3/5/2015,0700,1099.36
3/5/2015,0715,1107.44
3/5/2015,0730,1089.52
3/5/2015,0745,1090.00
3/5/2015,0800,1116.00
3/5/2015,0815,974.56
3/5/2015,0830,991.68
3/5/2015,0845,880.48
3/5/2015,0900,823.52
3/5/2015,0915,881.28
3/5/2015,0930,670.40
3/5/2015,0945,811.12
3/5/2015,1000,642.48
3/5/2015,1015,642.56
3/5/2015,1030,543.04
3/5/2015,1045,541.28
3/5/2015,1100,505.76
3/5/2015,1115,486.72
3/5/2015,1130,456.72
3/5/2015,1145,449.36
3/5/2015,1200,454.40
3/5/2015,1215,442.56
3/5/2015,1230,432.72
3/5/2015,1245,425.04
3/5/2015,1300,444.08
3/5/2015,1315,448.64
3/5/2015,1330,452.08
3/5/2015,1345,464.72
3/5/2015,1400,456.08
3/5/2015,1415,444.64
3/5/2015,1430,456.08
3/5/2015,1445,476.72
3/5/2015,1500,515.60
3/5/2015,1515,532.08
3/5/2015,1530,565.92
3/5/2015,1545,571.28
3/5/2015,1600,579.12
3/5/2015,1615,614.32
3/5/2015,1630,802.64
3/5/2015,1645,701.44
3/5/2015,1700,788.16
3/5/2015,1715,936.64
3/5/2015,1730,1005.04
3/5/2015,1745,1042.96
3/5/2015,1800,1141.20
3/5/2015,1815,1174.72
3/5/2015,1830,1185.60
3/5/2015,1845,1189.92
3/5/2015,1900,1178.00
3/5/2015,1915,1175.60
3/5/2015,1930,1146.56
3/5/2015,1945,1046.80
3/5/2015,2000,997.60
3/5/2015,2015,968.40
3/5/2015,2030,970.24
3/5/2015,2045,966.40
3/5/2015,2100,968.24
3/5/2015,2115,966.24
3/5/2015,2130,976.80
3/5/2015,2145,973.04
3/5/2015,2200,970.88
3/5/2015,2215,973.20
3/5/2015,2230,947.44
3/5/2015,2245,951.60
3/5/2015,2300,948.64
3/5/2015,2315,938.56
3/5/2015,2330,953.44
3/5/2015,2345,952.32
3/5/2015,2400,915.52
3/6/2015,0015,974.72
3/6/2015,0030,1009.68
3/6/2015,0045,1003.60
3/6/2015,0100,978.56
3/6/2015,0115,910.96
3/6/2015,0130,923.52
3/6/2015,0145,933.76
3/6/2015,0200,950.96
3/6/2015,0215,980.56
3/6/2015,0230,981.28
3/6/2015,0245,970.56
3/6/2015,0300,995.20
3/6/2015,0315,997.12
3/6/2015,0330,1000.32
3/6/2015,0345,1032.72
3/6/2015,0400,1029.28
3/6/2015,0415,1028.56
3/6/2015,0430,1077.52
3/6/2015,0445,1036.40
3/6/2015,0500,1030.16
3/6/2015,0515,1053.52
3/6/2015,0530,1057.92
3/6/2015,0545,1041.68
3/6/2015,0600,1062.24
3/6/2015,0615,1063.76
3/6/2015,0630,1081.68
3/6/2015,0645,1091.84
3/6/2015,0700,1105.68
3/6/2015,0715,1137.84
3/6/2015,0730,1179.92
3/6/2015,0745,1189.92
3/6/2015,0800,1100.40
3/6/2015,0815,1114.64
3/6/2015,0830,991.36
3/6/2015,0845,948.16
3/6/2015,0900,1084.96
3/6/2015,0915,870.32
3/6/2015,0930,810.24
3/6/2015,0945,793.68
3/6/2015,1000,750.08
3/6/2015,1015,754.48
3/6/2015,1030,757.92
3/6/2015,1045,736.48
3/6/2015,1100,704.48
3/6/2015,1115,697.92
3/6/2015,1130,684.80
3/6/2015,1145,681.04
3/6/2015,1200,681.04
3/6/2015,1215,672.96
3/6/2015,1230,671.92
3/6/2015,1245,664.32
3/6/2015,1300,659.84
3/6/2015,1315,673.92
3/6/2015,1330,686.32
3/6/2015,1345,690.48
3/6/2015,1400,689.84
3/6/2015,1415,693.36
3/6/2015,1430,718.00
3/6/2015,1445,709.60
3/6/2015,1500,733.52
3/6/2015,1515,766.32
3/6/2015,1530,802.80
3/6/2015,1545,841.84
3/6/2015,1600,854.96
3/6/2015,1615,951.36
3/6/2015,1630,994.64
3/6/2015,1645,1040.64
3/6/2015,1700,1149.84
3/6/2015,1715,1265.28
3/6/2015,1730,1329.60
3/6/2015,1745,1496.96
3/6/2015,1800,1527.60
3/6/2015,1815,1501.20
3/6/2015,1830,1501.68
3/6/2015,1845,1521.92
3/6/2015,1900,1539.04
3/6/2015,1915,1531.68
3/6/2015,1930,1528.72
3/6/2015,1945,1551.04
3/6/2015,2000,1503.52
3/6/2015,2015,1427.52
3/6/2015,2030,1389.68
3/6/2015,2045,1372.00
3/6/2015,2100,1389.76
3/6/2015,2115,1407.76
3/6/2015,2130,1382.48
3/6/2015,2145,1330.56
3/6/2015,2200,1314.00
3/6/2015,2215,1310.32
3/6/2015,2230,1277.84
3/6/2015,2245,1253.68
3/6/2015,2300,1080.56
3/6/2015,2315,1008.00
3/6/2015,2330,998.32
3/6/2015,2345,1018.80
3/6/2015,2400,1047.20
3/7/2015,0015,1134.56
3/7/2015,0030,1138.32
3/7/2015,0045,1134.40
3/7/2015,0100,1130.56
3/7/2015,0115,1095.84
3/7/2015,0130,1077.84
3/7/2015,0145,1080.40
3/7/2015,0200,1105.84
3/7/2015,0215,1101.68
3/7/2015,0230,1115.20
3/7/2015,0245,1125.84
3/7/2015,0300,1118.96
3/7/2015,0315,1139.84
3/7/2015,0330,1152.64
3/7/2015,0345,1153.12
3/7/2015,0400,1147.76
3/7/2015,0415,1192.08
3/7/2015,0430,1220.16
3/7/2015,0445,1241.12
3/7/2015,0500,1290.48
3/7/2015,0515,1308.40
3/7/2015,0530,1365.84
3/7/2015,0545,1387.92
3/7/2015,0600,1386.80
3/7/2015,0615,1527.76
3/7/2015,0630,1645.84
3/7/2015,0645,1643.44
3/7/2015,0700,1622.64
3/7/2015,0715,1575.12
3/7/2015,0730,1583.04
3/7/2015,0745,1540.08
3/7/2015,0800,1474.32
3/7/2015,0815,1334.16
3/7/2015,0830,1316.72
3/7/2015,0845,1245.04
3/7/2015,0900,1291.76
3/7/2015,0915,1047.36
3/7/2015,0930,961.92
3/7/2015,0945,926.64
3/7/2015,1000,908.08
3/7/2015,1015,863.76
3/7/2015,1030,827.20
3/7/2015,1045,801.60
3/7/2015,1100,789.60
3/7/2015,1115,804.48
3/7/2015,1130,798.08
3/7/2015,1145,776.96
3/7/2015,1200,807.52
3/7/2015,1215,840.08
3/7/2015,1230,771.76
3/7/2015,1245,760.48
3/7/2015,1300,772.56
3/7/2015,1315,767.52
3/7/2015,1330,821.68
3/7/2015,1345,809.44
3/7/2015,1400,804.96
3/7/2015,1415,804.48
3/7/2015,1430,842.32
3/7/2015,1445,843.92
3/7/2015,1500,874.16
3/7/2015,1515,887.52
3/7/2015,1530,905.20
3/7/2015,1545,926.24
3/7/2015,1600,984.16
3/7/2015,1615,1138.48
3/7/2015,1630,1202.24
3/7/2015,1645,1360.80
3/7/2015,1700,1531.44
3/7/2015,1715,1566.80
3/7/2015,1730,1679.68
3/7/2015,1745,1727.52
3/7/2015,1800,1762.00
3/7/2015,1815,1768.08
3/7/2015,1830,1760.00
3/7/2015,1845,1678.08
3/7/2015,1900,1658.32
3/7/2015,1915,1606.32
3/7/2015,1930,1598.80
3/7/2015,1945,1598.32
3/7/2015,2000,1600.88
3/7/2015,2015,1557.84
3/7/2015,2030,1506.08
3/7/2015,2045,1429.36
3/7/2015,2100,1400.40
3/7/2015,2115,1413.92
3/7/2015,2130,1368.80
3/7/2015,2145,1352.32
3/7/2015,2200,1310.48
3/7/2015,2215,1295.20
3/7/2015,2230,1266.08
3/7/2015,2245,1245.60
3/7/2015,2300,1205.60
3/7/2015,2315,1178.16
3/7/2015,2330,1159.36
3/7/2015,2345,1144.64
3/7/2015,2400,1136.48
3/8/2015,0015,1116.96
3/8/2015,0030,1116.32
3/8/2015,0045,1130.08
3/8/2015,0100,1123.44
3/8/2015,0115,1112.24
3/8/2015,0130,1137.12
3/8/2015,0145,1128.56
3/8/2015,0200,1124.08
3/8/2015,0215,1151.44
3/8/2015,0230,1133.36
3/8/2015,0245,1122.40
3/8/2015,0300,1136.48
3/8/2015,0315,1159.60
3/8/2015,0330,1149.28
3/8/2015,0345,1155.52
3/8/2015,0400,1212.32
3/8/2015,0415,1250.08
3/8/2015,0430,1295.92
3/8/2015,0445,1300.48
3/8/2015,0500,1314.80
3/8/2015,0515,1497.12
3/8/2015,0530,1624.00
3/8/2015,0545,1679.04
3/8/2015,0600,1726.00
3/8/2015,0615,1719.68
3/8/2015,0630,1702.24
3/8/2015,0645,1676.88
3/8/2015,0700,1709.68
3/8/2015,0715,1698.24
3/8/2015,0730,1675.76
3/8/2015,0745,1668.96
3/8/2015,0800,1582.24
3/8/2015,0815,1459.68
3/8/2015,0830,1377.04
3/8/2015,0845,1352.24
3/8/2015,0900,1369.92
3/8/2015,0915,1274.80
3/8/2015,0930,1042.64
3/8/2015,0945,1022.32
3/8/2015,1000,950.08
3/8/2015,1015,1022.56
3/8/2015,1030,1008.32
3/8/2015,1045,940.40
3/8/2015,1100,911.84
3/8/2015,1115,913.52
3/8/2015,1130,894.08
3/8/2015,1145,935.36
3/8/2015,1200,918.08
3/8/2015,1215,905.84
3/8/2015,1230,951.12
3/8/2015,1245,907.20
3/8/2015,1300,883.84
3/8/2015,1315,863.92
3/8/2015,1330,851.20
3/8/2015,1345,857.92
3/8/2015,1400,880.16
3/8/2015,1415,887.92
3/8/2015,1430,886.32
3/8/2015,1445,894.16
3/8/2015,1500,923.12
3/8/2015,1515,945.76
3/8/2015,1530,949.36
3/8/2015,1545,995.60
3/8/2015,1600,1054.00
3/8/2015,1615,1171.12
3/8/2015,1630,1253.20
3/8/2015,1645,1345.84
3/8/2015,1700,1434.88
3/8/2015,1715,1648.48
3/8/2015,1730,1793.76
3/8/2015,1745,1871.76
3/8/2015,1800,1949.84
3/8/2015,1815,1769.76
3/8/2015,1830,1780.48
3/8/2015,1845,1589.28
3/8/2015,1900,1496.08
3/8/2015,1915,1520.64
3/8/2015,1930,1513.76
3/8/2015,1945,1519.20
3/8/2015,2000,1491.36
3/8/2015,2015,1449.20
3/8/2015,2030,1467.36
3/8/2015,2045,1474.72
3/8/2015,2100,1463.84
3/8/2015,2115,1445.84
3/8/2015,2130,1415.12
3/8/2015,2145,1415.36
3/8/2015,2200,1414.64
3/8/2015,2215,1419.92
3/8/2015,2230,1406.24
3/8/2015,2245,1303.20
3/8/2015,2300,1237.52
3/8/2015,2315,1246.40
3/8/2015,2330,1253.92
3/8/2015,2345,1254.08
3/8/2015,2400,1265.36
3/9/2015,0015,1290.08
3/9/2015,0030,1294.48
3/9/2015,0045,1274.08
3/9/2015,0100,1274.08
3/9/2015,0115,1251.44
3/9/2015,0130,1277.36
3/9/2015,0145,1279.52
3/9/2015,0200,1285.20
3/9/2015,0215,1289.92
3/9/2015,0230,1294.88
3/9/2015,0245,1324.64
3/9/2015,0300,1312.88
3/9/2015,0315,1320.08
3/9/2015,0330,1317.36
3/9/2015,0345,1309.84
3/9/2015,0400,1313.12
3/9/2015,0415,1432.24
3/9/2015,0430,1506.40
3/9/2015,0445,1529.52
3/9/2015,0500,1539.20
3/9/2015,0515,1593.52
3/9/2015,0530,1596.08
3/9/2015,0545,1614.80
3/9/2015,0600,1680.96
3/9/2015,0615,1656.80
3/9/2015,0630,1664.56
3/9/2015,0645,1665.04
3/9/2015,0700,1757.04
3/9/2015,0715,2040.48
3/9/2015,0730,2027.60
3/9/2015,0745,2004.48
3/9/2015,0800,1925.68
3/9/2015,0815,1857.44
3/9/2015,0830,1757.76
3/9/2015,0845,1683.36
3/9/2015,0900,1591.52
3/9/2015,0915,1492.64
3/9/2015,0930,1439.44
3/9/2015,0945,1369.52
3/9/2015,1000,1283.76
3/9/2015,1015,1240.24
3/9/2015,1030,1188.64
3/9/2015,1045,1155.04
3/9/2015,1100,1131.28
3/9/2015,1115,1116.64
3/9/2015,1130,1095.60
3/9/2015,1145,1088.56
3/9/2015,1200,1114.48
3/9/2015,1215,1103.04
3/9/2015,1230,1085.44
3/9/2015,1245,1065.84
3/9/2015,1300,1068.72
3/9/2015,1315,1086.80
3/9/2015,1330,1103.84
3/9/2015,1345,1117.68
3/9/2015,1400,1147.04
3/9/2015,1415,1161.92
3/9/2015,1430,1203.92
3/9/2015,1445,1237.52
3/9/2015,1500,1286.24
3/9/2015,1515,1364.32
3/9/2015,1530,1390.72
3/9/2015,1545,1469.20
3/9/2015,1600,1527.92
3/9/2015,1615,1354.48
3/9/2015,1630,1339.60
3/9/2015,1645,1393.76
3/9/2015,1700,1442.16
3/9/2015,1715,1521.60
3/9/2015,1730,1590.08
3/9/2015,1745,1671.92
3/9/2015,1800,1753.52
3/9/2015,1815,1609.60
3/9/2015,1830,1549.92
3/9/2015,1845,1543.52
3/9/2015,1900,1494.00
3/9/2015,1915,1459.68
3/9/2015,1930,1445.44
3/9/2015,1945,1385.92
3/9/2015,2000,1375.36
3/9/2015,2015,1295.36
3/9/2015,2030,1249.92
3/9/2015,2045,1247.60
3/9/2015,2100,1249.84
3/9/2015,2115,1214.00
3/9/2015,2130,1191.12
3/9/2015,2145,1194.00
3/9/2015,2200,1182.80
3/9/2015,2215,1161.92
3/9/2015,2230,1160.08
3/9/2015,2245,1173.92
3/9/2015,2300,1191.36
3/9/2015,2315,1193.92
3/9/2015,2330,1190.48
3/9/2015,2345,1172.56
3/9/2015,2400,1164.32
3/10/2015,0015,1191.12
3/10/2015,0030,1197.28
3/10/2015,0045,1216.00
3/10/2015,0100,1246.00
3/10/2015,0115,1309.92
3/10/2015,0130,1298.56
3/10/2015,0145,1325.60
3/10/2015,0200,1313.84
3/10/2015,0215,1322.40
3/10/2015,0230,1325.76
3/10/2015,0245,1313.92
3/10/2015,0300,1328.32
3/10/2015,0315,1441.84
3/10/2015,0330,1406.56
3/10/2015,0345,1528.40
3/10/2015,0400,1628.64
3/10/2015,0415,1802.72
3/10/2015,0430,1958.08
3/10/2015,0445,2008.96
3/10/2015,0500,2053.20
3/10/2015,0515,2021.04
3/10/2015,0530,2079.28
3/10/2015,0545,2159.68
3/10/2015,0600,2301.76
3/10/2015,0615,2335.76
3/10/2015,0630,2369.60
3/10/2015,0645,2429.76
3/10/2015,0700,2430.96
3/10/2015,0715,2519.04
3/10/2015,0730,2744.96
3/10/2015,0745,2719.60
3/10/2015,0800,2602.96
3/10/2015,0815,2499.84
3/10/2015,0830,2371.52
3/10/2015,0845,2278.88
3/10/2015,0900,2142.24
3/10/2015,0915,2047.12
3/10/2015,0930,1851.84
3/10/2015,0945,1778.96
3/10/2015,1000,1782.72
3/10/2015,1015,1749.20
3/10/2015,1030,1715.76
3/10/2015,1045,1706.24
3/10/2015,1100,1644.64
3/10/2015,1115,1676.24
3/10/2015,1130,1636.40
3/10/2015,1145,1631.36
3/10/2015,1200,1861.52
3/10/2015,1215,2021.60
3/10/2015,1230,2047.76
3/10/2015,1245,1979.04
3/10/2015,1300,1969.12
3/10/2015,1315,1929.20
3/10/2015,1330,1811.60
3/10/2015,1345,1755.44
3/10/2015,1400,1745.76
3/10/2015,1415,1733.28
3/10/2015,1430,1696.08
3/10/2015,1445,1745.68
3/10/2015,1500,1714.48
3/10/2015,1515,1827.92
3/10/2015,1530,1859.68
3/10/2015,1545,1881.44
3/10/2015,1600,1942.00
3/10/2015,1615,2021.04
3/10/2015,1630,2119.20
3/10/2015,1645,2210.32
3/10/2015,1700,2220.72
3/10/2015,1715,2282.40
3/10/2015,1730,2326.16
3/10/2015,1745,2215.92
3/10/2015,1800,2251.52
3/10/2015,1815,2276.16
3/10/2015,1830,2270.08
3/10/2015,1845,2261.60
3/10/2015,1900,2208.48
3/10/2015,1915,2011.60
3/10/2015,1930,1884.40
3/10/2015,1945,1746.00
3/10/2015,2000,1503.60
3/10/2015,2015,1339.52
3/10/2015,2030,1313.20
3/10/2015,2045,1279.20
3/10/2015,2100,1274.00
3/10/2015,2115,1270.16
3/10/2015,2130,1226.00
3/10/2015,2145,1222.96
3/10/2015,2200,1220.56
3/10/2015,2215,1118.16
3/10/2015,2230,1121.60
3/10/2015,2245,1137.68
3/10/2015,2300,1137.60
3/10/2015,2315,1115.52
3/10/2015,2330,1100.88
3/10/2015,2345,1104.48
3/10/2015,2400,1082.88
3/11/2015,0015,1093.60
3/11/2015,0030,1085.68
3/11/2015,0045,1114.24
3/11/2015,0100,1176.00
3/11/2015,0115,1270.32
3/11/2015,0130,1270.24
3/11/2015,0145,1251.20
3/11/2015,0200,1249.76
3/11/2015,0215,1262.00
3/11/2015,0230,1230.64
3/11/2015,0245,1245.28
3/11/2015,0300,1264.88
3/11/2015,0315,1300.64
3/11/2015,0330,1284.64
3/11/2015,0345,1358.40
3/11/2015,0400,1484.80
3/11/2015,0415,1621.44
3/11/2015,0430,1738.00
3/11/2015,0445,1764.00
3/11/2015,0500,1798.56
3/11/2015,0515,1942.56
3/11/2015,0530,2077.76
3/11/2015,0545,1974.16
3/11/2015,0600,1942.16
3/11/2015,0615,2132.96
3/11/2015,0630,2214.48
3/11/2015,0645,2166.24
3/11/2015,0700,2490.48
3/11/2015,0715,2464.96
3/11/2015,0730,2439.68
3/11/2015,0745,2463.60
3/11/2015,0800,2456.56
3/11/2015,0815,2607.84
3/11/2015,0830,2486.64
3/11/2015,0845,2404.40
3/11/2015,0900,2399.04
3/11/2015,0915,2421.76
3/11/2015,0930,2369.52
3/11/2015,0945,2327.92
3/11/2015,1000,2287.60
3/11/2015,1015,2282.80
3/11/2015,1030,2136.08
3/11/2015,1045,2104.08
3/11/2015,1100,2420.64
3/11/2015,1115,2658.96
3/11/2015,1130,2495.04
3/11/2015,1145,2460.16
3/11/2015,1200,2298.56
3/11/2015,1215,2222.80
3/11/2015,1230,2285.20
3/11/2015,1245,2289.04
3/11/2015,1300,1753.12
3/11/2015,1315,2029.60
3/11/2015,1330,2012.16
3/11/2015,1345,1939.12
3/11/2015,1400,1947.68
3/11/2015,1415,2021.36
3/11/2015,1430,2143.60
3/11/2015,1445,2059.52
3/11/2015,1500,2008.96
3/11/2015,1515,2017.52
3/11/2015,1530,2050.80
3/11/2015,1545,2055.68
3/11/2015,1600,2001.20
3/11/2015,1615,1878.00
3/11/2015,1630,1750.88
3/11/2015,1645,1757.52
3/11/2015,1700,1811.92
3/11/2015,1715,1816.40
3/11/2015,1730,1818.80
3/11/2015,1745,1774.16
3/11/2015,1800,1725.92
3/11/2015,1815,1534.80
3/11/2015,1830,1483.76
3/11/2015,1845,1481.28
3/11/2015,1900,1461.44
3/11/2015,1915,1336.96
3/11/2015,1930,1329.68
3/11/2015,1945,1286.96
3/11/2015,2000,1272.88
3/11/2015,2015,1283.60
3/11/2015,2030,1275.20
3/11/2015,2045,1268.00
3/11/2015,2100,1254.56
3/11/2015,2115,1235.68
3/11/2015,2130,1204.96
3/11/2015,2145,1218.72
3/11/2015,2200,1194.64
3/11/2015,2215,1207.12
3/11/2015,2230,1184.80
3/11/2015,2245,1190.96
3/11/2015,2300,1196.16
3/11/2015,2315,1177.52
3/11/2015,2330,1121.12
3/11/2015,2345,1116.88
3/11/2015,2400,1107.12
3/12/2015,0015,1059.20
3/12/2015,0030,1055.84
3/12/2015,0045,1052.96
3/12/2015,0100,1104.40
3/12/2015,0115,1129.28
3/12/2015,0130,1139.36
3/12/2015,0145,1136.72
3/12/2015,0200,1172.32
3/12/2015,0215,1166.24
3/12/2015,0230,1213.76
3/12/2015,0245,1212.32
3/12/2015,0300,1218.00
3/12/2015,0315,1217.76
3/12/2015,0330,1246.96
3/12/2015,0345,1207.60
3/12/2015,0400,1228.72
3/12/2015,0415,1354.48
3/12/2015,0430,1557.20
3/12/2015,0445,1588.00
3/12/2015,0500,1592.32
3/12/2015,0515,1730.08
3/12/2015,0530,1738.96
3/12/2015,0545,1762.56
3/12/2015,0600,1751.68
3/12/2015,0615,1702.72
3/12/2015,0630,1732.16
3/12/2015,0645,1816.00
3/12/2015,0700,1899.92
3/12/2015,0715,1883.12
3/12/2015,0730,1874.56
3/12/2015,0745,1864.64
3/12/2015,0800,1854.24
3/12/2015,0815,2412.88
3/12/2015,0830,2566.40
3/12/2015,0845,2436.48
3/12/2015,0900,2270.48
3/12/2015,0915,2236.00
3/12/2015,0930,2212.08
3/12/2015,0945,2278.96
3/12/2015,1000,2253.36
3/12/2015,1015,2134.96
3/12/2015,1030,2129.04
3/12/2015,1045,1930.08
3/12/2015,1100,1997.44
3/12/2015,1115,1898.24
3/12/2015,1130,1914.48
3/12/2015,1145,1796.32
3/12/2015,1200,1810.32
3/12/2015,1215,1430.40
3/12/2015,1230,1362.32
3/12/2015,1245,1541.04
3/12/2015,1300,1190.08
3/12/2015,1315,1240.88
3/12/2015,1330,1570.08
3/12/2015,1345,1743.12
3/12/2015,1400,1588.64
3/12/2015,1415,1717.68
3/12/2015,1430,1479.84
3/12/2015,1445,1414.00
3/12/2015,1500,1493.44
3/12/2015,1515,1367.04
3/12/2015,1530,1431.68
3/12/2015,1545,1410.56
3/12/2015,1600,1379.28
3/12/2015,1615,1147.76
3/12/2015,1630,980.80
3/12/2015,1645,1086.08
3/12/2015,1700,1164.64
3/12/2015,1715,1221.36
3/12/2015,1730,1285.04
3/12/2015,1745,1368.32
3/12/2015,1800,1454.08
3/12/2015,1815,1417.36
3/12/2015,1830,1398.24
3/12/2015,1845,1317.04
3/12/2015,1900,1300.64
3/12/2015,1915,1267.68
3/12/2015,1930,1274.56
3/12/2015,1945,1274.48
3/12/2015,2000,1243.84
3/12/2015,2015,1219.60
3/12/2015,2030,1193.36
3/12/2015,2045,1195.84
3/12/2015,2100,1190.48
3/12/2015,2115,1155.84
3/12/2015,2130,1134.08
3/12/2015,2145,1145.68
3/12/2015,2200,1145.20
3/12/2015,2215,1135.76
3/12/2015,2230,1122.32
3/12/2015,2245,1104.16
3/12/2015,2300,1096.96
3/12/2015,2315,1112.16
3/12/2015,2330,1096.56
3/12/2015,2345,1099.20
3/12/2015,2400,1096.80
3/13/2015,0015,1083.60
3/13/2015,0030,1084.64
3/13/2015,0045,1100.16
3/13/2015,0100,1116.96
3/13/2015,0115,1120.96
3/13/2015,0130,1095.84
3/13/2015,0145,1084.32
3/13/2015,0200,1077.12
3/13/2015,0215,1076.88
3/13/2015,0230,1048.40
3/13/2015,0245,1045.12
3/13/2015,0300,1055.76
3/13/2015,0315,1050.00
3/13/2015,0330,1118.88
3/13/2015,0345,1163.84
3/13/2015,0400,1142.00
3/13/2015,0415,1185.92
3/13/2015,0430,1202.48
3/13/2015,0445,1190.48
3/13/2015,0500,1190.40
3/13/2015,0515,1236.56
3/13/2015,0530,1199.68
3/13/2015,0545,1199.20
3/13/2015,0600,1202.24
3/13/2015,0615,1232.72
3/13/2015,0630,1228.48
3/13/2015,0645,1230.48
3/13/2015,0700,1231.12
3/13/2015,0715,1192.40
3/13/2015,0730,1180.16
3/13/2015,0745,1065.76
3/13/2015,0800,946.00
3/13/2015,0815,853.68
3/13/2015,0830,780.08
3/13/2015,0845,665.20
3/13/2015,0900,624.40
3/13/2015,0915,556.00
3/13/2015,0930,531.12
3/13/2015,0945,500.80
3/13/2015,1000,470.32
3/13/2015,1015,454.48
3/13/2015,1030,431.28
3/13/2015,1045,431.44
3/13/2015,1100,425.20
3/13/2015,1115,439.52
3/13/2015,1130,421.76
3/13/2015,1145,423.44
3/13/2015,1200,390.96
3/13/2015,1215,392.16
3/13/2015,1230,405.52
3/13/2015,1245,619.36
3/13/2015,1300,763.04
3/13/2015,1315,616.64
3/13/2015,1330,551.20
3/13/2015,1345,512.16
3/13/2015,1400,520.48
3/13/2015,1415,515.36
3/13/2015,1430,513.20
3/13/2015,1445,525.12
3/13/2015,1500,524.00
3/13/2015,1515,527.68
3/13/2015,1530,590.40
3/13/2015,1545,594.72
3/13/2015,1600,598.16
3/13/2015,1615,677.92
3/13/2015,1630,685.36
3/13/2015,1645,702.00
3/13/2015,1700,798.32
3/13/2015,1715,896.64
3/13/2015,1730,966.72
3/13/2015,1745,1067.68
3/13/2015,1800,1180.32
3/13/2015,1815,1204.40
3/13/2015,1830,1252.48
3/13/2015,1845,1251.28
3/13/2015,1900,1221.04
3/13/2015,1915,1182.96
3/13/2015,1930,1158.08
3/13/2015,1945,1145.68
3/13/2015,2000,1136.88
3/13/2015,2015,1124.48
3/13/2015,2030,1127.12
3/13/2015,2045,1130.64
3/13/2015,2100,1146.40
3/13/2015,2115,1106.88
3/13/2015,2130,1058.72
3/13/2015,2145,1064.48
3/13/2015,2200,1133.52
3/13/2015,2215,1120.48
3/13/2015,2230,1119.28
3/13/2015,2245,1148.64
3/13/2015,2300,1172.56
3/13/2015,2315,1141.28
3/13/2015,2330,1186.80
3/13/2015,2345,1179.28
3/13/2015,2400,1174.48
3/14/2015,0015,1092.64
3/14/2015,0030,1032.96
3/14/2015,0045,1004.80
3/14/2015,0100,1023.84
3/14/2015,0115,1006.80
3/14/2015,0130,1006.64
3/14/2015,0145,987.76
3/14/2015,0200,978.08
3/14/2015,0215,976.24
3/14/2015,0230,970.08
3/14/2015,0245,982.00
3/14/2015,0300,974.24
3/14/2015,0315,961.76
3/14/2015,0330,989.76
3/14/2015,0345,1020.00
3/14/2015,0400,1035.76
3/14/2015,0415,1175.84
3/14/2015,0430,1201.52
3/14/2015,0445,1182.96
3/14/2015,0500,1183.76
3/14/2015,0515,1222.64
3/14/2015,0530,1226.00
3/14/2015,0545,1232.00
3/14/2015,0600,1235.76
3/14/2015,0615,1241.28
3/14/2015,0630,1266.08
3/14/2015,0645,1294.00
3/14/2015,0700,1260.00
3/14/2015,0715,1232.48
3/14/2015,0730,1186.16
3/14/2015,0745,1142.88
3/14/2015,0800,1052.80
3/14/2015,0815,938.64
3/14/2015,0830,854.56
3/14/2015,0845,862.72
3/14/2015,0900,767.68
3/14/2015,0915,698.88
3/14/2015,0930,665.28
3/14/2015,0945,590.64
3/14/2015,1000,636.32
3/14/2015,1015,605.44
3/14/2015,1030,689.04
3/14/2015,1045,731.52
3/14/2015,1100,770.48
3/14/2015,1115,822.48
3/14/2015,1130,632.64
3/14/2015,1145,578.24
3/14/2015,1200,562.32
3/14/2015,1215,576.32
3/14/2015,1230,577.44
3/14/2015,1245,580.88
3/14/2015,1300,580.40
3/14/2015,1315,606.16
3/14/2015,1330,586.08
3/14/2015,1345,553.36
3/14/2015,1400,599.52
3/14/2015,1415,610.08
3/14/2015,1430,617.12
3/14/2015,1445,674.56
3/14/2015,1500,640.96
3/14/2015,1515,707.76
3/14/2015,1530,654.08
3/14/2015,1545,835.68
3/14/2015,1600,872.64
3/14/2015,1615,907.28
3/14/2015,1630,960.48
3/14/2015,1645,1113.68
3/14/2015,1700,1208.80
3/14/2015,1715,1211.84
3/14/2015,1730,1169.92
3/14/2015,1745,1140.80
3/14/2015,1800,1196.24
3/14/2015,1815,1247.36
3/14/2015,1830,1282.88
3/14/2015,1845,1269.44
3/14/2015,1900,1281.44
3/14/2015,1915,1265.28
3/14/2015,1930,1266.80
3/14/2015,1945,1251.44
3/14/2015,2000,1242.80
3/14/2015,2015,1083.36
3/14/2015,2030,948.80
3/14/2015,2045,888.80
3/14/2015,2100,918.96
3/14/2015,2115,912.88
3/14/2015,2130,916.24
3/14/2015,2145,841.92
3/14/2015,2200,848.80
3/14/2015,2215,768.16
3/14/2015,2230,758.40
3/14/2015,2245,759.12
3/14/2015,2300,848.96
3/14/2015,2315,868.24
3/14/2015,2330,939.60
3/14/2015,2345,931.52
3/14/2015,2400,914.08
3/15/2015,0015,931.04
3/15/2015,0030,924.00
3/15/2015,0045,927.60
