Wall time,Step,Value
1538627482.2994869,447,0.11352419853210449
1538627482.3854043,453,0.12302808463573456
1538627482.506471,462,0.13413886725902557
1538627482.5504045,465,0.13512831926345825
1538627482.5621223,466,0.13555318117141724
1538627482.678306,476,0.09030426293611526
1538627482.8862634,493,0.10568758100271225
1538627482.9126253,495,0.10541269183158875
1538627483.0903177,509,0.13235394656658173
1538627483.1733062,514,0.1293598711490631
1538627483.200643,516,0.12706491351127625
1538627483.237744,519,0.11693692207336426
1538627483.346117,527,0.09167014807462692
1538627483.4466805,533,0.10717931389808655
1538627483.4798765,535,0.11770283430814743
1538627483.5306456,538,0.12359502166509628
1538627483.6224203,544,0.10282912850379944
1538627483.7083375,549,0.11463474482297897
1538627483.9123914,559,0.1230052262544632
1538627484.0158832,565,0.12245406955480576
1538627484.1115634,571,0.09815886616706848
1538627484.1857662,575,0.08970348536968231
1538627484.3205009,581,0.10359970480203629
1538627484.3536944,583,0.10874032974243164
1538627484.3702922,584,0.11513923853635788
1538627484.4015338,586,0.12975209951400757
1538627484.4337533,588,0.10947965085506439
1538627484.4493754,589,0.09949778020381927
1538627484.5245523,594,0.10493987053632736
1538627484.5391974,595,0.10925191640853882
1538627484.674908,604,0.12285754084587097
1538627484.7676601,610,0.1194702535867691
1538627484.7940302,612,0.12030989676713943
1538627484.8594356,617,0.11012110859155655
1538627484.9307096,622,0.08715581148862839
1538627484.9668322,624,0.0890074297785759
1538627485.1250184,636,0.11807872354984283
1538627485.2236278,643,0.10313485562801361
1538627485.234367,644,0.1071915253996849
1538627485.2636576,646,0.11484508961439133
1538627485.2851372,648,0.10656580328941345
1538627485.295877,649,0.1093171238899231
1538627485.3183324,651,0.11673891544342041
1538627485.495049,663,0.11523418873548508
1538627485.5467956,666,0.10753420740365982
1538627485.6063507,670,0.09026530385017395
1538627485.653216,673,0.08859068900346756
1538627485.7010555,676,0.09925319999456406
1538627485.744019,680,0.10266713798046112
1538627485.7537775,681,0.10578571259975433
1538627485.7986898,685,0.11602552235126495
1538627485.8689845,690,0.10062764585018158
1538627485.8836296,691,0.0979141816496849
1538627485.988098,701,0.11720094829797745
1538627486.0281274,705,0.11600949615240097
1538627486.0583942,708,0.1127435564994812
1538627486.1413817,716,0.10047658532857895
1538627486.1931295,720,0.0863913893699646
1538627486.2360861,723,0.08876851201057434
1538627486.2468262,724,0.09484761953353882
1538627486.2634234,725,0.09864974766969681
1538627486.3366485,732,0.11232829838991165
1538627486.416709,738,0.09654619544744492
1538627486.4508793,740,0.09693634510040283
1538627486.4655254,741,0.1005588248372078
1538627486.516294,745,0.10599056631326675
1538627486.5582764,749,0.11188880354166031
1538627486.5904963,752,0.11603329330682755
1538627486.6022112,753,0.11471538245677948
1538627486.612951,754,0.11328935623168945
1538627486.6539562,758,0.11206351965665817
1538627486.7545204,767,0.09333372861146927
1538627486.8013835,771,0.0883493646979332
1538627486.8140767,772,0.08862465620040894
1538627486.824815,773,0.09452416747808456
1538627486.848247,775,0.0978078693151474
1538627486.8599696,776,0.10065429657697678
1538627486.9273305,782,0.12054459750652313
1538627486.971268,786,0.09490998834371567
1538627486.9829817,787,0.09570050239562988
1538627487.0044625,789,0.09618449211120605
1538627487.0269163,791,0.10308244079351425
1538627487.0610886,794,0.10469707101583481
1538627487.0718284,795,0.10183831304311752
1538627487.0845213,796,0.10403741896152496
1538627487.0981896,797,0.10431157052516937
1538627487.1352906,800,0.11207268387079239
1538627487.18313,804,0.1074252724647522
1538627487.2368283,809,0.10932085663080215
1538627487.2495203,810,0.10795678198337555
1538627487.258308,811,0.10270162671804428
1538627487.3325086,817,0.08900221437215805
1538627487.519965,834,0.09317274391651154
1538627487.5648787,838,0.09561328589916229
1538627487.59124,840,0.10220407694578171
1538627487.6605577,845,0.10283520817756653
1538627488.0169194,869,0.08860324323177338
1538627488.0364466,871,0.09428483992815018
1538627488.0481617,872,0.09786476194858551
1538627488.089168,876,0.10040651261806488
1538627488.1126003,878,0.10742717981338501
1538627488.1633708,882,0.10122855007648468
1538627488.1994934,884,0.0937284305691719
1538627488.3225117,892,0.10275769233703613
1538627488.3898797,898,0.10875733196735382
1538627488.4328382,902,0.10387089103460312
1538627488.5177784,909,0.0998736247420311
1538627488.5421944,911,0.0996939018368721
1538627488.603696,917,0.08686944097280502
1538627488.6241996,919,0.08885237574577332
1538627488.6554415,922,0.0972893163561821
1538627488.6661818,923,0.09981199353933334
1538627488.6866846,925,0.10019373893737793
1538627488.769674,933,0.09333793073892593
1538627488.7813892,934,0.09416161477565765
1538627488.8136084,937,0.09798453003168106
1538627488.8858569,944,0.1009170338511467
1538627488.92784,947,0.1074419766664505
1538627489.0674558,956,0.1043284684419632
1538627489.1231058,960,0.09878887236118317
1538627489.2109778,963,0.09179188311100006
1538627489.2236688,964,0.08887533098459244
1538627489.3554735,973,0.09917501360177994
1538627489.3701189,974,0.10006425529718399
1538627489.4394386,978,0.11595305800437927
1538627489.456037,979,0.10939905792474747
1538627489.4765394,980,0.10011948645114899
1538627489.4911833,981,0.09176480770111084
1538627489.549764,985,0.09464959055185318
1538627489.56441,986,0.09766160696744919
1538627489.6024854,989,0.10604309290647507
1538627489.6142023,990,0.09862950444221497
1538627489.7020721,998,0.10612615197896957
1538627489.7547934,1002,0.10142083466053009
1538627489.7850614,1004,0.10273206979036331
1538627489.834855,1006,0.1022646576166153
1538627489.8534052,1007,0.09781314432621002
1538627490.0369554,1016,0.08941971510648727
1538627490.0935824,1019,0.09793059527873993
1538627490.4411569,1027,0.11521190404891968
1538627490.4675179,1029,0.09972216188907623
1538627490.524146,1033,0.09655928611755371
1538627490.5378153,1034,0.09449709206819534
1538627490.6549752,1039,0.10095542669296265
1538627490.7994716,1046,0.10662786662578583
1538627491.0113358,1057,0.09849552810192108
1538627491.037699,1059,0.09483794867992401
1538627491.113851,1065,0.08973909914493561
1538627491.1499753,1068,0.09804427623748779
1538627491.1773129,1070,0.09971415251493454
1538627491.2290592,1074,0.10584310442209244
1538627491.2817814,1078,0.09940386563539505
1538627491.3091183,1080,0.09267786145210266
1538627491.3676982,1085,0.0998309776186943
1538627491.3794146,1086,0.10224270075559616
1538627491.3901546,1087,0.1050158366560936
1538627491.5004818,1095,0.10571286082267761
1538627491.5785873,1101,0.1010713130235672
1538627491.62545,1105,0.0962974801659584
1538627491.6410782,1106,0.0978144109249115
1538627491.6537628,1107,0.09682754427194595
1538627491.7670195,1116,0.09485853463411331
1538627491.8373156,1121,0.1000015065073967
1538627492.0843272,1135,0.10196366906166077
1538627492.1097126,1137,0.10022080689668655
1538627492.394802,1157,0.09424258023500443
1538627492.414328,1158,0.09247076511383057
1538627492.469004,1162,0.08843052387237549
1538627492.4836478,1163,0.09038760513067245
1538627492.516844,1164,0.09010409563779831
1538627492.8019326,1182,0.0970192700624466
1538627492.8790631,1187,0.0971594750881195
1538627492.9845073,1194,0.10254162549972534
1538627493.0001297,1195,0.1006477102637291
1538627493.089953,1201,0.09955458343029022
1538627493.1172876,1203,0.09517154097557068
1538627493.2041852,1208,0.09154543280601501
1538627493.2344522,1210,0.0883241519331932
1538627493.2676456,1212,0.0907045230269432
1538627493.3721116,1216,0.09783298522233963
1538627493.8924983,1234,0.10402514040470123
1538627493.967677,1236,0.09693834185600281
1538627493.9998953,1238,0.09763653576374054
1538627494.112175,1246,0.09691255539655685
1538627494.1522026,1249,0.09859125316143036
1538627494.2859607,1257,0.09158346801996231
1538627494.3279428,1260,0.08905798941850662
1538627494.3640676,1263,0.0954471230506897
1538627494.6003404,1276,0.09245079010725021
1538627494.7106676,1283,0.10379518568515778
1538627494.8151343,1289,0.10279441624879837
1538627494.8834777,1293,0.09939979016780853
1538627494.9020276,1294,0.09655415266752243
1538627494.916673,1295,0.09635420888662338
1538627494.935223,1296,0.09657467901706696
1538627495.0719101,1302,0.09590427577495575
1538627495.2642477,1312,0.09564283490180969
1538627495.349188,1317,0.10027698427438736
1538627495.3618805,1318,0.10221216082572937
1538627495.3999586,1321,0.11257536709308624
1538627495.487829,1327,0.09615358710289001
1538627495.5161405,1329,0.09690696001052856
1538627495.5542192,1332,0.10360170155763626
1538627495.6215854,1335,0.09773018956184387
1538627495.6616156,1338,0.10237335413694382
1538627495.6743078,1339,0.1016337126493454
1538627496.202506,1357,0.08914973586797714
1538627496.3684824,1368,0.10515521466732025
1538627496.4280381,1372,0.09848330169916153
1538627496.7267954,1387,0.10200383514165878
1538627496.782447,1390,0.10043348371982574
1538627496.7951393,1391,0.09843098372220993
1538627496.8215003,1393,0.09542924165725708
1538627496.8341937,1394,0.09563671052455902
1538627497.121235,1414,0.09996490180492401
1538627497.1358805,1415,0.1004604622721672
1538627497.1485727,1416,0.10231342166662216
1538627497.2569454,1421,0.09842335432767868
1538627497.2999034,1424,0.09336095303297043
1538627497.4209695,1428,0.09898694604635239
1538627497.4590461,1430,0.10330059379339218
1538627497.5049338,1434,0.0966687798500061
1538627497.559609,1438,0.10183259844779968
1538627497.6064725,1442,0.09504617750644684
1538627497.9208524,1467,0.1055496409535408
1538627497.9325686,1468,0.11192630976438522
1538627498.063397,1479,0.10318373888731003
1538627498.1581018,1487,0.10151057690382004
1538627498.1707935,1488,0.09971584379673004
1538627498.2117999,1491,0.09470702707767487
1538627498.2362084,1493,0.09646952897310257
1538627498.2489004,1494,0.09643615037202835
1538627498.406091,1503,0.09055834263563156
1538627498.4949372,1510,0.09871470183134079
1538627498.6970372,1525,0.0969439223408699
1538627498.7087545,1526,0.09892792254686356
1538627498.7370677,1529,0.09898385405540466
1538627498.8122466,1536,0.1012253686785698
1538627498.94405,1548,0.0943770557641983
1538627499.0182521,1553,0.09005644917488098
1538627499.0299675,1554,0.09059609472751617
1538627499.054376,1556,0.09199916571378708
1538627499.1315062,1563,0.10248749703168869
1538627499.2105896,1570,0.09258027374744415
1538627499.2193768,1571,0.09346231073141098
1538627499.3453236,1580,0.09707356244325638
1538627499.390235,1584,0.10015210509300232
1538627499.4107382,1586,0.09915182739496231
1538627499.45272,1590,0.09432675689458847
1538627499.5776908,1599,0.09250800311565399
1538627499.661656,1606,0.0966549888253212
1538627499.6733716,1607,0.09972258657217026
1538627499.7397618,1612,0.1025451272726059
1538627499.8491113,1620,0.09349989145994186
1538627499.9639313,1629,0.0969930961728096
1538627499.9776006,1630,0.09613067656755447
1538627500.0391092,1634,0.1007474735379219
1538627500.1191685,1639,0.09408514946699142
1538627500.1621277,1642,0.09596630185842514
1538627500.201181,1644,0.09266279637813568
1538627500.2363286,1647,0.09323401004076004
1538627500.2822168,1650,0.09096109867095947
1538627500.3300567,1654,0.09234429895877838
1538627500.4335487,1662,0.10508819669485092
1538627500.5292299,1670,0.09633427113294601
1538627500.5516846,1672,0.0970187783241272
1538627500.5751169,1674,0.10091505944728851
1538627500.6112409,1677,0.09607382863759995
1538627500.6239338,1678,0.09692373126745224
1538627500.7069216,1684,0.09870559722185135
1538627500.7235205,1685,0.09660261869430542
1538627500.8602078,1693,0.09252467751502991
1538627500.9355547,1697,0.0925755649805069
1538627500.9492247,1698,0.09215400367975235
1538627500.9667969,1699,0.09107791632413864
1538627501.0029206,1701,0.09115282446146011
1538627501.0644293,1704,0.09691554307937622
1538627501.1845186,1711,0.10509440302848816
1538627501.2011173,1712,0.1053316667675972
1538627501.3387792,1720,0.09478122740983963
1538627501.3514724,1721,0.0970456600189209
1538627501.5438092,1730,0.10038475692272186
1538627501.612153,1734,0.09640336781740189
1538627501.6453488,1736,0.09350044280290604
1538627501.661945,1737,0.09367752075195312
1538627501.693188,1739,0.09525829553604126
1538627501.7800872,1744,0.0939750000834465
1538627501.7986324,1745,0.09318668395280838
1538627501.8298752,1747,0.09221205115318298
1538627501.8464732,1748,0.0911862701177597
1538627501.8620942,1749,0.09073366224765778
1538627501.968514,1754,0.10005974769592285
1538627502.2096703,1768,0.09640053659677505
1538627502.3815053,1777,0.09588206559419632
1538627502.5211205,1783,0.09622522443532944
1538627502.7368891,1790,0.09544318914413452
1538627502.7564166,1791,0.09229369461536407
1538627502.9067743,1800,0.09339362382888794
1538627503.0249107,1807,0.10110654681921005
1538627503.1684308,1816,0.09364510327577591
1538627503.2836387,1819,0.09709841012954712
1538627503.4593787,1826,0.09581847488880157
1538627503.4925723,1828,0.1001206487417221
1538627503.5482228,1832,0.09606575965881348
1538627503.8430777,1842,0.09384039044380188
1538627503.8586981,1843,0.09315600246191025
1538627503.914348,1846,0.09137887507677078
1538627503.9953854,1851,0.09723731130361557
1538627504.0988753,1855,0.10083604604005814
1538627504.447427,1868,0.09712354838848114
1538627504.5001493,1870,0.10086026787757874
1538627504.5226047,1871,0.10269314050674438
1538627504.6788182,1877,0.10000934451818466
1538627504.6944394,1878,0.09922834485769272
1538627504.7090847,1879,0.09993958473205566
1538627504.733494,1881,0.09592282027006149
1538627504.7852387,1883,0.09304507076740265
1538627505.032251,1895,0.09146386384963989
1538627505.4179037,1913,0.09281759709119797
1538627505.572164,1919,0.10085326433181763
1538627505.7156847,1926,0.09990976750850677
1538627505.8152707,1932,0.09292372316122055
1538627505.8728752,1936,0.09500386565923691
1538627505.9109519,1938,0.09203428775072098
1538627505.9844742,1940,0.09373538196086884
1538627506.217818,1946,0.09181910753250122
1538627506.4374945,1949,0.0974108874797821
1538627506.5400195,1951,0.0996052473783493
1538627506.7372284,1954,0.10127681493759155
1538627506.8202167,1957,0.10525112599134445
1538627506.9100387,1960,0.09826519340276718
1538627507.252741,1969,0.10263717174530029
1538627507.3200994,1971,0.09593547135591507
1538627508.0787113,1983,0.09446664154529572
1538627508.1314344,1984,0.09458917379379272
1538627508.2300456,1985,0.09489654004573822
1538627509.455342,1999,0.10047018527984619
1538627509.7248106,2003,0.10132498294115067
1538627509.8820038,2007,0.1109234094619751
1538627509.99135,2011,0.09287216514348984
1538627510.027474,2012,0.0937650129199028
1538627510.1934524,2015,0.09719151258468628
1538627510.2842493,2017,0.10084377974271774
1538627510.318422,2019,0.09866983443498611
1538627510.5625043,2027,0.09774067997932434
1538627510.6454935,2029,0.09303519129753113
1538627510.69724,2032,0.09436250478029251
1538627510.7665586,2035,0.0949237197637558
1538627510.816351,2038,0.09365269541740417
1538627510.862239,2040,0.09277921915054321
1538627510.9091036,2043,0.0914023146033287
1538627510.9628024,2046,0.09327302128076553
1538627511.2615592,2062,0.09656593203544617
1538627511.3630989,2069,0.0959123820066452
1538627511.4441342,2074,0.09888052940368652
1538627511.4587789,2075,0.09954789280891418
1538627511.4968572,2076,0.09765332192182541
1538627511.533957,2078,0.09295038133859634
1538627511.5486035,2079,0.09262881428003311
1538627511.587658,2081,0.09426877647638321
1538627511.6228049,2083,0.09471334517002106
1538627511.697981,2087,0.0936179831624031
1538627511.7555861,2091,0.09173864126205444
1538627511.8415022,2096,0.09761961549520493
1538627511.8688395,2098,0.09978419542312622
1538627512.01236,2105,0.11084643751382828
1538627512.049461,2107,0.09827138483524323
1538627512.062153,2108,0.09110652655363083
1538627512.2364602,2113,0.09722989797592163
1538627512.2960167,2117,0.09864841401576996
1538627512.3604543,2122,0.09960385411977768
1538627512.3848627,2124,0.09947334975004196
1538627512.3956027,2125,0.09757467359304428
1538627512.5215492,2135,0.09347562491893768
1538627512.5332658,2136,0.0935869961977005
1538627512.5947747,2140,0.09179316461086273
1538627512.6484742,2143,0.09410784393548965
1538627512.6933851,2146,0.10064255446195602
1538627512.7090068,2147,0.09983377903699875
1538627512.750012,2150,0.10144678503274918
1538627512.7636802,2151,0.10300898551940918
1538627512.7900407,2153,0.1052234098315239
1538627512.8603375,2158,0.09294027835130692
1538627512.8749845,2159,0.09383491426706314
1538627513.0087402,2166,0.09863974153995514
1538627513.024362,2167,0.09589516371488571
1538627513.0819712,2171,0.09954562038183212
1538627513.1259003,2173,0.09940619766712189
1538627513.16105,2175,0.09532329440116882
1538627513.2313447,2179,0.09410830587148666
1538627513.4061093,2189,0.09184283763170242
1538627513.4793327,2191,0.09224238246679306
1538627513.5320554,2193,0.09348121285438538
1538627513.5496292,2194,0.09772985428571701
1538627513.615044,2198,0.10120637714862823
1538627513.6599555,2201,0.10518811643123627
1538627513.8376482,2209,0.09662572294473648
1538627513.9020905,2213,0.10083507746458054
1538627514.1774135,2227,0.0925712138414383
1538627514.5542786,2231,0.09466859698295593
1538627514.5933301,2233,0.09339522570371628
1538627514.7993374,2238,0.09188801050186157
1538627514.8139818,2239,0.09168175607919693
1538627514.838391,2241,0.09423965215682983
1538627514.8627987,2243,0.0977775901556015
1538627514.8745143,2244,0.10073335468769073
1538627514.8969693,2246,0.10155615955591202
1538627514.9204018,2248,0.10151135176420212
1538627514.944811,2249,0.10305830091238022
1538627515.0297515,2256,0.09297715127468109
1538627515.0688055,2259,0.09515887498855591
1538627515.1459358,2264,0.09862545132637024
1538627515.414427,2276,0.09251197427511215
1538627515.67999,2280,0.09461969882249832
1538627515.7854347,2283,0.09351201355457306
1538627516.2404056,2293,0.10077264159917831
1538627516.3663535,2299,0.10520263761281967
1538627516.3907611,2300,0.11073446273803711
1538627516.4630103,2302,0.10618466883897781
1538627516.5508814,2305,0.09299328178167343
1538627516.6738982,2308,0.09517908096313477
1538627516.7490804,2309,0.09729038178920746
1538627516.7861784,2310,0.09893787652254105
1538627517.0790768,2320,0.09924155473709106
1538627517.091769,2321,0.0973300188779831
1538627517.104462,2322,0.09513786435127258
1538627517.1532788,2324,0.09230314195156097
1538627517.343664,2336,0.09196639806032181
1538627517.356357,2337,0.0917859822511673
1538627517.3827186,2338,0.09241468459367752
1538627517.3944328,2339,0.0943482518196106
1538627517.4979246,2347,0.10309921205043793
1538627517.7703216,2356,0.09667178243398666
1538627518.360027,2373,0.09225568175315857
1538627518.5855603,2387,0.0924617350101471
1538627518.6558566,2391,0.10084051638841629
1538627518.669525,2392,0.10002174228429794
1538627518.6949105,2394,0.10133259743452072
1538627518.96926,2402,0.09118260443210602
1538627519.0034318,2404,0.09391792118549347
1538627519.0717747,2408,0.09894530475139618
1538627519.2621605,2418,0.0991564467549324
1538627519.4974558,2426,0.09430300444364548
1538627519.513078,2427,0.09449948370456696
1538627519.7132275,2438,0.09371870756149292
1538627519.8215992,2446,0.10521996021270752
1538627519.9299726,2452,0.09303348511457443
1538627519.943642,2453,0.09393032640218735
1538627519.9895291,2455,0.09522923082113266
1538627520.1125472,2457,0.09894851595163345
1538627520.3595598,2462,0.09649396687746048
1538627520.7959805,2481,0.0929265022277832
1538627520.893614,2487,0.0937536358833313
1538627520.9063063,2488,0.09795734286308289
1538627521.055686,2498,0.10615886747837067
1538627521.0849752,2500,0.09120006859302521
1538627521.1230526,2503,0.0967063456773758
1538627521.1367207,2504,0.09524288028478622
1538627521.147461,2505,0.0973321869969368
1538627521.3153908,2515,0.09847235679626465
1538627521.3261306,2516,0.09908661991357803
1538627521.365183,2519,0.09247828274965286
1538627521.44329,2525,0.09443709999322891
1538627521.6990907,2530,0.0929364338517189
1538627521.732285,2532,0.09208362549543381
1538627521.7762203,2534,0.09257766604423523
1538627521.8055167,2536,0.09378521144390106
1538627521.928528,2545,0.10519825667142868
1538627521.9939444,2549,0.09120757132768631
1538627522.1306305,2553,0.09525519609451294
1538627522.1911619,2555,0.0989539623260498
1538627522.3171096,2558,0.09859729558229446
1538627522.7574365,2567,0.09492959827184677
1538627522.798442,2568,0.09244749695062637
1538627522.879478,2572,0.09389759600162506
1538627523.1216104,2578,0.09309660643339157
1538627523.1450398,2580,0.09274118393659592
1538627523.317852,2592,0.10317188501358032
1538627523.353,2593,0.10523240268230438
1538627523.3686228,2594,0.10519611090421677
1538627523.502378,2595,0.11063166707754135
1538627523.5414329,2598,0.09121432900428772
1538627523.601965,2602,0.09526628255844116
1538627523.681048,2608,0.09585307538509369
1538627523.6927648,2609,0.09646916389465332
1538627523.7308407,2612,0.09921896457672119
1538627523.841166,2620,0.09368112683296204
1538627523.9036512,2625,0.09319701045751572
1538627523.943683,2628,0.09295344352722168
1538627524.004215,2631,0.09199856966733932
1538627524.0198352,2632,0.09263750165700912
1538627524.0989187,2638,0.10173549503087997
1538627524.136019,2640,0.10167340189218521
1538627524.477736,2646,0.09829376637935638
1538627524.5187423,2649,0.09396900981664658
1538627524.5656068,2652,0.09735390543937683
1538627524.5792756,2653,0.09895818680524826
1538627524.6417606,2657,0.0958501547574997
1538627524.8995123,2676,0.09309405833482742
1538627524.9649274,2680,0.09202298521995544
1538627524.9903116,2682,0.09459525346755981
1538627525.0869696,2687,0.10174912959337234
1538627525.2324429,2692,0.10519205778837204
1538627525.5380359,2705,0.09858770668506622
1538627525.7372074,2709,0.09825814515352249
1538627525.7830946,2712,0.09898156672716141
1538627526.0886867,2727,0.09277401119470596
1538627526.236114,2738,0.10169673711061478
1538627526.2497826,2739,0.10320005565881729
1538627526.2859063,2742,0.11059780418872833
1538627526.3825636,2748,0.09674443304538727
1538627526.4841063,2755,0.09584476053714752
1538627526.4987488,2756,0.09644993394613266
1538627526.5104637,2757,0.09535303711891174
1538627526.5221798,2758,0.09824377298355103
1538627526.5348725,2759,0.09915974736213684
1538627526.5475647,2760,0.09836100041866302
1538627526.6373873,2768,0.09379863739013672
1538627527.0044892,2791,0.11058826744556427
1538627527.0191338,2792,0.1061331257224083
1538627527.0347555,2793,0.09829601645469666
1538627527.2720044,2800,0.09896247088909149
1538627527.5834553,2811,0.09701422601938248
1538627527.6771834,2813,0.09233089536428452
1538627528.0843146,2825,0.09279060363769531
1538627528.097007,2826,0.09218989312648773
1538627528.1360605,2829,0.09465730935335159
1538627528.1624243,2831,0.09809500724077225
1538627528.1751134,2832,0.10102012008428574
1538627528.217097,2834,0.10178192704916
1538627528.5207372,2853,0.09583988040685654
1538627528.748221,2858,0.09832900017499924
1538627528.790204,2861,0.09478218108415604
1538627528.8282833,2864,0.09211678802967072
1538627528.956181,2873,0.09298248589038849
1538627528.9678986,2874,0.09279757738113403
1538627529.0723655,2880,0.09810750186443329
1538627529.1055598,2882,0.10020288079977036
1538627529.119228,2883,0.10179056227207184
1538627529.2031925,2889,0.11057128012180328
1538627529.2393174,2892,0.09124220907688141
1538627529.2598214,2893,0.09310033172369003
1538627529.3379276,2898,0.0989641472697258
1538627529.3623397,2900,0.10244574397802353
1538627529.3886967,2902,0.09583757817745209
1538627529.4277508,2905,0.09820753335952759
1538627529.605443,2914,0.09354618936777115
1538627529.773372,2919,0.0931214690208435
1538627529.8124256,2921,0.09308765083551407
1538627529.8290267,2922,0.09298647195100784
1538627529.841716,2923,0.09280379116535187
1538627530.0535843,2934,0.10173006355762482
1538627530.2263916,2944,0.09676229953765869
1538627530.3826048,2952,0.09643011540174484
1538627530.73018,2969,0.09334897249937057
1538627530.8239088,2976,0.09470225870609283
1538627530.8365996,2977,0.0939599946141243
1538627530.8824878,2980,0.1002207025885582
1538627531.0406547,2990,0.09124772250652313
1538627531.124619,2996,0.09896503388881683
1538627531.1900346,3000,0.0958331748843193
1538627531.2730222,3005,0.09829039126634598
1538627531.3042638,3007,0.09695068746805191
1538627531.3306255,3009,0.09226951748132706
1538627531.3589392,3011,0.09207060188055038
1538627531.3882291,3013,0.09371677041053772
1538627531.478052,3017,0.09310384094715118
1538627531.4926968,3018,0.09334319084882736
1538627531.53468,3021,0.0928141251206398
1538627531.6850343,3027,0.09813747555017471
1538627531.7074902,3029,0.10181093961000443
1538627531.748497,3032,0.10174151510000229
1538627531.8920171,3040,0.0931108146905899
1538627531.9164255,3042,0.09676820039749146
1538627531.936929,3043,0.09532538056373596
1538627531.9671955,3044,0.0973844826221466
1538627532.086308,3052,0.09817930310964584
1538627532.3342962,3067,0.09333781152963638
1538627532.377256,3069,0.09299559146165848
1538627532.4036164,3071,0.09223828464746475
1538627532.4358356,3073,0.09279350191354752
1538627532.4690309,3075,0.09398049116134644
1538627532.5969307,3084,0.10517685115337372
1538627532.6574633,3088,0.09125183522701263
1538627532.8829966,3101,0.09817130863666534
1538627532.9532936,3105,0.09692635387182236
1538627533.210069,3115,0.09308885782957077
1538627533.3682344,3124,0.0939890518784523
1538627533.6269636,3136,0.09829577803611755
1538627533.7070222,3139,0.0940142348408699
1538627533.7206917,3140,0.09677252918481827
1538627533.8944786,3146,0.09856588393449783
1538627533.9140055,3147,0.09582695364952087
1538627533.986255,3149,0.09530310332775116
1538627534.1239173,3152,0.09826038032770157
1538627534.2566988,3157,0.09188790619373322
1538627534.3240662,3160,0.09368237853050232
1538627534.345545,3161,0.0939810499548912
1538627534.3728824,3163,0.09138668328523636
1538627534.6901922,3179,0.10175380855798721
1538627534.809304,3186,0.09125478565692902
1538627534.8913157,3190,0.0953340157866478
1538627535.0065231,3197,0.09641122817993164
1538627535.0221446,3198,0.09529856592416763
1538627535.1559026,3205,0.09222619235515594
1538627535.316022,3208,0.09346779435873032
1538627535.8207867,3232,0.1105274111032486
1538627535.8998692,3235,0.09125587344169617
1538627536.0521796,3242,0.10081734508275986
1538627536.1185946,3245,0.09582298994064331
